字	韻
魍	明威陽上
魎	來依陽上
魏	疑威微去
魑	徹漪支平
魔	明・歌平
魖	曉依魚平
魗	常伊尤平
魗	昌伊尤上
魘	影伊鹽上
魘	影伊鹽入
魚	疑依魚平
魛	端・豪平
魝	見・仙入
魟	匣・東平
魟	曉・東平
魟	見・東平
魠	透・唐入
魡	端・青入
魤	疑區歌平
魥	谿依嚴入
魥	疑・覃入
魦	生娃麻平
魦	心區歌平
魧	匣・唐平
魧	見・唐平
魨	定區痕平
魪	見娃皆去
魫	書伊侵上
魬	並娃刪上
魮	並伊脂平
魯	來・模上
魱	匣・模平
魳	精・覃入
魴	並威陽平
魵	並威文平
魵	並威文上
魵	滂威文去
魵	滂威文上
魶	泥・談入
魶	泥・覃入
魷	云依尤平
魺	匣・歌平
魼	谿依魚平
魼	透・談入
魽	匣・談平
魾	並漪脂平
魾	滂漪脂平
魿	羣漪真平
魿	來・青平
鮀	定・歌平
鮁	幫・寒入
鮂	精依尤平
鮂	邪依尤平
鮃	並漪清平
鮅	並伊真入
鮅	幫伊真入
鮆	精伊支平
鮇	明威微去
鮈	見威魚平
鮊	並娃庚入
鮋	常伊尤平
鮋	澄漪尤平
鮋	以伊尤平
鮍	滂漪支平
鮎	泥・添平
鮏	心・青平
鮐	透・咍平
鮑	並娃肴上
鮒	並威魚去
鮓	莊娃麻上
鮚	羣漪真入
鮛	書惟東入
鮜	匣・侯去
鮞	日惟東入
鮞	日伊之平
鮟	影・寒平
鮠	疑區咍平
鮡	定・蕭平
鮡	澄漪宵上
鮢	章惟魚平
鮣	影伊真去
鮤	來伊祭去
鮤	來伊先入
鮥	來・唐入
鮦	定・東平
鮦	澄逶冬上
鮦	澄漪尤上
鮧	定・齊平
鮧	以伊脂平
鮩	並娃庚上
鮩	並・青上
鮩	並伊真入
鮪	云逶脂上
鮫	見娃肴平
鮬	並・模去
鮬	谿・模平
鮭	匣娃佳平
鮭	谿區齊平
鮭	見區齊平
鮮	心伊先平
鮮	心伊先去
鮮	心伊先上
鮯	見・覃入
鮰	匣區咍平
鮳	谿・豪去
鮵	定區寒入
鮶	見威文平
鮷	定・齊平
鮸	明漪先上
鮹	心伊宵平
鮹	生娃肴平
鮾	泥區咍上
鮿	知漪鹽入
鯀	見區痕上
鯁	見娃庚上
鯃	疑・模平
鯅	書伊先平
鯆	滂・模平
鯆	幫・模平
鯆	幫威魚上
鯇	匣蛙刪上
鯈	澄漪尤平
鯉	來依之上
鯊	生娃麻平
鯔	莊漪之平
鯕	羣依之平
鯖	章伊清平
鯖	清・青平
鯗	心依陽上
鯛	端・蕭平
鯜	清伊鹽入
鯜	精伊鹽入
鯝	見・模去
鯞	章伊尤上
鯟	端・東平
鯠	來・咍平
鯡	幫威微去
鯢	疑・齊平
鯤	見區痕平
鯥	來威東入
鯧	昌伊陽平
鯨	羣漪清平
鯩	來惟真平
鯪	來依蒸平
鯫	從・侯平
鯫	清威魚平
鯬	來・齊平
鯬	來伊脂平
鯰	泥・添平
鯴	生漪真入
鯶	匣區痕上
鯷	定・齊平
鯷	定・齊去
鯷	常伊支去
鯸	匣・侯平
鯹	心・青平
鯼	精・東平
鯼	精・東去
鯽	精伊清入
鯽	精依蒸入
鯾	幫伊先平
鯿	幫娃刪平
鯿	幫伊先平
鰀	匣區寒上
鰂	從・登入
鰃	影區咍平
鰄	影威微平
鰅	疑威魚平
鰅	疑威冬平
鰇	日伊尤平
鰈	定・添入
鰈	透・談入
鰉	匣區唐平
鰊	來・仙去
鰋	影依元上
鰌	從依尤平
鰌	清依尤平
鰍	清依尤平
鰐	疑・唐入
鰑	以伊陽平
鰒	並威東入
鰓	心・咍平
鰕	匣娃麻平
鰜	匣娃咸平
鰜	見・添平
鰝	匣・豪上
鰝	曉・唐入
鰞	影・模平
鰠	心・豪平
鰡	來依尤平
鰢	明娃麻上
鰣	常伊之平
鰤	生漪脂平
鰥	見蛙山平
鰥	見蛙山去
鰦	精依之平
鰧	定・登平
鰧	澄漪侵上
鰨	透・談入
鰩	以伊宵平
鰪	影・談入
鰬	羣漪先平
鰱	來伊先平
鰲	疑・豪平
鰳	來・登入
鰴	曉威微平
鰵	明漪真上
鰶	精伊祭去
鰷	定・蕭平
鰸	谿威魚平
鰹	見・仙平
鰺	生漪侵平
鰻	明・寒平
鰻	明威元去
鰼	邪伊侵入
鰾	並伊宵上
鰿	崇娃耕入
鰿	精伊清入
鱀	羣依之去
鱀	羣漪脂去
鱁	澄逶東入
鱂	精依陽平
鱄	章惟先平
鱄	章惟先上
鱅	常惟冬平
鱅	以惟冬平
鱇	谿・唐平
鱈	心惟先入
鱉	幫伊先入
鱊	以惟真入
鱊	見蛙山入
鱊	船惟真入
鱌	邪依陽上
鱍	幫・寒入
鱍	滂・寒入
鱎	見漪宵上
鱏	以伊侵平
鱏	邪伊侵平
鱐	心威東入
鱑	匣區唐平
鱒	從區痕去
鱒	從區痕上
鱓	常伊先上
鱔	常伊先上
鱕	幫威元平
鱖	羣威元入
鱖	見逶祭去
鱖	見逶脂平
鱖	見威元入
鱗	來伊真平
鱘	邪伊侵平
鱚	曉依之上
鱝	並威文上
鱟	匣・侯去
鱟	影・冬入
鱠	見區泰去
鱡	從・登入
鱢	心・豪平
鱣	知漪先平
鱤	見・覃上
鱦	以伊蒸去
鱦	明娃庚上
鱦	船伊蒸平
鱦	船伊蒸去
鱧	來・齊上
鱬	日惟魚平
鱭	從・齊上
鱮	邪依魚上
鱯	匣・模去
鱯	匣蛙麻去
鱯	匣蛙耕入
鱲	來伊鹽入
鱴	明・仙入
鱵	章伊侵平
鱷	疑・唐入
鱸	來・模平
鱹	見區寒去
鱺	來・齊上
鱻	心伊先平
鳠	匣蛙麻去
鳥	端・蕭上
鳦	影漪真入
鳧	並威魚平
鳨	來依蒸入
鳩	見依尤平
鳪	幫・東入
鳫	疑娃刪去
鳭	知娃肴平
鳱	見・寒平
鳲	書伊脂平
鳳	並威東去
鳴	明漪清平
鳶	以惟先平
鳷	章伊支平
鳹	羣漪鹽平
鳺	幫威魚平
鳻	並威文平
鳻	幫娃刪平
鳼	明威文平
鳽	見・仙平
鳽	谿娃耕平
鳽	疑娃耕入
鳽	疑・仙平
鳿	疑威冬入
鴀	幫依尤平
鴀	幫依尤上
鴂	見區仙入
鴃	見區仙入
鴅	曉區寒平
鴆	澄漪侵去
鴇	幫・豪上
鴈	疑娃刪去
鴉	影娃麻平
鴊	章伊清平
鴊	章伊清去
鴋	並威陽平
鴋	幫威陽平
鴏	定・登入
鴐	見娃麻平
鴒	來・青平
鴓	明・仙入
鴕	定・歌平
鴗	來伊侵入
鴘	滂漪先上
鴘	幫漪先上
鴚	見・歌平
鴛	影區痕平
鴛	影威元平
鴜	從伊支平
鴜	精伊支平
鴝	羣威魚平
鴝	見・侯平
鴞	云漪宵平
鴟	昌伊脂平
鴠	端・寒去
鴢	影娃肴上
鴢	影・蕭上
鴣	見・模平
鴤	章惟東平
鴦	影・唐平
鴦	影依陽平
鴨	影娃銜入
鴪	以惟真入
鴭	端區咍平
鴮	影・模平
鴯	日伊之平
鴰	見蛙刪入
鴰	見區寒入
鴱	疑・泰去
鴲	章伊脂平
鴲	章伊脂去
鴳	影娃刪去
鴶	見娃山入
鴷	來伊先入
鴸	章惟魚平
鴸	知逶魚平
鴹	以伊陽平
鴺	定・齊平
鴺	以伊脂平
鴻	匣・東平
鴻	匣・東上
鴽	日伊魚平
鴾	明依尤平
鴿	見・覃入
鵀	日伊侵平
鵀	日伊侵去
鵀	孃漪侵平
鵁	見娃肴平
鵂	曉依尤平
鵃	端・蕭上
鵃	章伊宵平
鵃	知娃肴平
鵄	昌伊脂平
鵅	見娃庚入
鵅	來・唐入
鵊	見娃咸入
鵋	羣依之去
鵌	定・模平
鵌	以伊魚平
鵎	透區歌上
鵏	並・模去
鵏	幫・模平
鵐	明威魚平
鵑	見區仙平
鵒	以惟冬入
鵓	並區痕入
鵔	心惟真去
鵕	心惟真去
鵖	見漪鹽入
鵖	幫漪侵入
鵗	曉依微平
鵚	透・東入
鵛	見・青平
鵜	定・齊平
鵝	疑・歌平
鵟	羣威陽平
鵠	匣・冬入
鵡	明・侯上
鵡	明威魚上
鵣	來・泰去
鵧	並伊脂平
鵨	書伊魚平
鵩	並威東入
鵪	影・覃平
鵫	澄娃江入
鵫	知娃肴去
鵬	並・登平
鵭	羣漪侵平
鵮	谿娃咸平
鵮	知娃咸平
鵯	滂伊真入
鵯	幫伊支平
鵰	端・蕭平
鵱	來威東入
鵲	清依陽入
鵳	見・仙平
鵴	羣威東入
鵴	見威東入
鵵	透・模去
鵶	影娃麻平
鵷	影威元平
鵸	羣漪支平
鵹	來伊支平
鵺	以伊麻去
鵻	心惟真上
鵻	章惟脂平
鵼	谿・東平
鵽	知蛙刪入
鵽	知蛙山入
鵽	端區寒入
鵾	見區痕平
鶁	見漪清平
鶂	疑・青入
鶄	清・青平
鶄	精伊清平
鶅	莊漪之平
鶅	莊漪之去
鶆	來・咍平
鶇	端・東平
鶈	清・齊平
鶉	常惟真平
鶊	見娃庚平
鶋	見依魚平
鶌	見威文入
鶓	明漪宵平
鶔	日伊尤平
鶖	清依尤平
鶘	匣・模平
鶙	定・齊平
鶚	疑・唐入
鶛	見娃皆平
鶜	明娃肴平
鶝	並漪蒸入
鶝	幫威東入
鶞	徹逶真平
鶟	定區痕入
鶠	影依元上
鶡	匣・寒入
鶢	云威元平
鶤	見區痕平
鶤	云威文去
鶥	明漪脂平
鶧	影漪清平
鶨	定區痕去
鶨	徹逶先去
鶩	明・東入
鶩	明威魚去
鶪	見區青入
鶬	清・唐平
鶬	清依陽平
鶭	滂威陽上
鶯	影娃耕平
鶱	曉依元平
鶲	影・東平
鶴	匣・唐入
鶵	崇逶魚平
鶶	定・唐平
鶷	匣娃刪入
鶹	來依尤平
鶺	精伊清入
鶻	匣區痕入
鶻	匣蛙山入
鶻	見區痕入
鶼	見・添平
鶾	匣・寒平
鶿	從依之平
鶿	精依之平
鷀	從依之平
鷀	精依之平
鷁	疑・青入
鷂	以伊宵平
鷂	以伊宵去
鷃	影娃刪去
鷄	見・齊平
鷅	來伊真入
鷆	定・仙平
鷇	谿・侯去
鷈	透・齊平
鷌	明娃麻上
鷏	定・仙平
鷐	常伊真平
鷒	定區寒平
鷒	章惟先平
鷓	章伊麻去
鷔	疑・豪平
鷔	疑・豪去
鷕	以伊宵上
鷖	影・齊平
鷗	影・侯平
鷘	徹漪蒸入
鷙	章伊脂去
鷚	羣伊幽平
鷚	來依尤去
鷚	明依尤平
鷚	明漪幽平
鷜	來・侯平
鷜	來威魚平
鷝	滂伊真入
鷝	幫伊真入
鷞	生漪陽平
鷞	生漪陽上
鷟	崇娃江入
鷡	明威魚平
鷢	羣威元入
鷣	以伊宵去
鷣	以伊侵平
鷤	定・寒平
鷤	定・齊平
鷤	定・齊去
鷥	心依之平
鷦	精伊宵平
鷧	影漪脂去
鷨	匣蛙麻平
鷨	曉蛙麻平
鷩	幫伊祭去
鷩	幫伊先入
鷫	心威東入
鷭	並威元平
鷮	羣漪宵平
鷮	見漪宵平
鷯	來・蕭平
鷯	來伊宵去
鷰	影・仙去
鷱	見・豪平
鷲	從依尤去
鷳	匣娃山平
鷴	匣娃山平
鷵	定・模平
鷶	明娃佳上
鷷	從惟真平
鷷	精惟真平
鷸	以惟真入
鷹	影依蒸平
鷺	來・模去
鷽	匣娃江入
鷽	影娃江入
鷾	影依之去
鷿	並・青入
鸀	澄娃江入
鸀	章惟冬入
鸁	來區歌平
鸂	谿・齊平
鸃	疑漪支平
鸄	匣・青入
鸄	見・青入
鸄	見・蕭去
鸅	澄娃庚入
鸆	疑威魚平
鸇	章伊先平
鸈	疑依嚴入
鸉	以伊陽平
鸊	並・青入
鸋	泥・青平
鸋	泥・青去
鸌	影區唐入
鸍	明伊支平
鸍	書伊支平
鸎	影娃耕平
鸏	明・東平
鸏	明・東上
鸐	澄娃江入
鸑	疑娃江入
鸒	以伊魚平
鸒	以伊魚去
鸓	來惟脂平
鸓	來惟脂上
鸕	來・模平
鸗	來・東平
鸗	來威冬平
鸘	生漪陽平
鸙	以伊陽入
鸚	影娃耕平
鸛	見區寒去
鸜	羣威魚平
鸝	來伊支平
鸞	來區寒平
鹵	來・模上
鹷	來・青平
鹹	匣娃咸平
鹺	從・歌平
鹻	見娃咸上
鹼	見娃咸上
鹼	清伊鹽平
鹽	以伊鹽平
鹽	以伊鹽去
鹿	來・東入
麀	影依尤平
麁	清・模平
麂	見漪脂上
麃	並娃肴平
麃	滂漪宵上
麅	並娃肴平
麆	從・模上
麆	崇漪魚去
麇	見逶真平
麈	章惟魚上
麉	見・仙平
麊	明伊支平
麋	明漪脂平
麌	疑・模平
麌	疑威魚上
麎	常伊真平
麏	見逶真平
麐	來伊真平
麐	來伊真去
麑	疑・齊平
麒	羣依之平
麓	來・東入
麔	羣依尤上
麕	見逶真平
麖	見漪清平
麗	來・齊去
麗	來伊支平
麙	疑娃咸平
麚	見娃麻平
麛	明・齊平
麜	來伊真入
麝	船伊麻去
麝	船伊清入
麞	章伊陽平
麟	來伊真平
麠	見漪清平
麡	從・齊平
麡	崇娃皆平
麡	精・齊平
麢	來・青平
麤	清・模平
麥	明娃耕入
麧	匣・痕入
麨	昌伊宵上
麩	滂威魚平
麪	明・仙去
麫	明・仙去
麭	滂娃肴去
麮	谿依魚去
麮	谿依魚上
麯	谿威東入
麰	明依尤平
麱	滂威魚平
麳	來・咍平
麴	谿威東入
麵	明・仙去
麷	滂威東平
麷	滂威東去
麻	明娃麻平
麼	明・歌平
麼	明・歌上
麽	明・歌平
麾	曉逶支平
黀	莊漪尤平
黁	泥區痕平
黂	並威微去
黃	匣區唐平
黅	見漪侵平
黇	透・添平
黈	透・侯上
黊	匣蛙麻上
黊	匣蛙佳去
黊	匣區齊平
黌	匣蛙庚平
黍	書伊魚上
黎	來・齊平
黏	孃漪鹽平
黐	來伊支平
黐	徹漪支平
黑	曉・登入
黒	曉・登入
黓	以伊蒸入
黔	羣漪鹽平
黔	羣漪侵平
黕	端・覃上
黖	曉依微去
黗	透區痕平
黗	透區痕上
默	明・登入
黚	羣漪鹽平
黚	羣漪侵平
黛	定・咍去
黜	徹逶真入
黝	影伊脂平
黝	影伊幽上
點	端・添上
黟	影・齊平
黟	影伊脂平
黠	匣娃山入
黢	清惟真入
黤	影娃銜上
黤	影・覃上
黥	羣漪清平
黦	影威元入
黦	影威文入
黦	影依元入
黧	來・齊平
黨	端・唐上
黫	影娃山平
黬	見娃咸平
黬	疑娃咸平
黭	影・覃上
黮	定・覃上
黮	透・覃上
黯	影娃咸平
黯	影娃咸上
黰	影娃山平
黰	章伊真上
黱	定・咍去
黲	清・談上
黲	清・覃上
黳	影・齊平
黴	明區咍去
黴	明漪脂平
黵	端・談上
黶	影伊鹽上
黷	定・東入
黸	來・模平
黹	知漪脂上
黺	幫威文上
黻	幫威文入
黼	幫威魚上
黽	明娃耕上
黽	明伊先上
黽	明伊真上
黿	疑威元平
黿	疑區寒平
鼀	清威東入
鼁	谿依魚去
鼂	澄漪宵平
鼃	匣蛙佳平
鼃	影蛙佳平
鼄	知逶魚平
鼅	知漪支平
鼆	明娃耕上
鼇	疑・豪平
鼈	幫伊先入
鼉	定・歌平
鼊	幫・青入
鼎	端・青上
鼏	明・青入
鼐	泥・咍去
鼐	泥・咍上
鼒	從・咍平
鼒	精依之平
鼓	見・模上
鼔	見・模上
鼕	定・冬平
鼖	並威文平
鼗	定・豪平
鼘	影區仙平
鼘	影漪真平
鼙	並・齊平
鼚	徹漪陽平
鼛	見・豪平
鼜	清・豪去
鼜	清・青入
鼞	透・唐平
鼟	透・登平
鼠	書伊魚上
鼢	並威文平
鼢	並威文上
鼣	並威廢去
鼤	明威文平
鼤	明威文去
鼥	並・寒入
鼧	定・歌平
鼧	透・歌平
鼨	章惟東平
鼩	羣威魚平
鼪	生漪清平
鼪	生漪清去
鼫	常伊清入
鼬	以伊尤去
鼭	常伊之平
鼮	定・青平
鼯	疑・模平
鼱	精伊清平
鼲	匣區痕平
鼳	見區青入
鼴	影依元上
鼵	定區痕入
鼶	定・齊平
鼶	心伊支平
鼷	匣・齊平
鼸	匣・添上
鼻	並伊脂去
鼽	羣依尤平
鼽	曉區咍平
鼾	匣・寒去
鼾	曉・寒平
鼿	曉區咍平
鼿	疑區痕入
齁	曉・侯平
齂	曉娃皆去
齂	曉漪脂去
齂	明娃山入
齃	影・寒入
齄	莊娃麻平
齅	曉依尤去
齇	莊娃麻平
齈	泥・東去
齊	從・齊平
齊	從・齊去
齊	莊娃皆平
齋	莊娃皆平
齌	從・齊去
齌	精・齊平
齌	清・齊平
齍	精伊脂平
齎	精・齊平
齎	精伊脂平
齏	精・齊平
齒	昌伊之上
齔	初漪真去
齕	匣・痕入
齕	匣・仙入
齖	疑娃麻平
齖	疑娃麻去
齗	疑漪真上
齗	疑依文平
齘	匣娃皆去
齙	並娃肴平
齚	崇娃庚入
齛	心伊先入
齜	崇娃佳平
齜	莊漪支平
齝	書伊之平
齝	徹漪之平
齞	疑・仙上
齟	崇漪魚上
齠	定・蕭平
齡	來・青平
齣	昌惟真入
齤	羣逶先平
齦	谿娃山上
齦	谿・痕上
齦	疑依文平
齧	疑・仙入
齨	羣依尤上
齩	疑娃肴上
齪	初娃江入
齫	谿區痕上
齫	疑威文上
齬	疑・模平
齬	疑依魚平
齬	疑依魚上
齭	生漪魚上
齭	初漪魚上
齮	疑漪支上
齯	疑・齊平
齰	崇娃麻去
齰	崇娃庚入
齱	初娃江入
齱	莊漪尤平
齲	谿威魚上
齳	疑威文上
齴	疑漪先上
齵	疑・侯平
齵	疑威魚平
齶	疑・唐入
齷	影娃江入
齸	以伊真入
齸	影伊清入
齹	從・歌平
齹	崇漪支平
齺	崇娃江入
齻	端・仙平
齼	初漪魚上
齽	羣漪侵去
齾	疑娃刪入
齾	疑・寒入
龍	來威冬平
龏	見威冬去
龏	影娃江入
龐	並娃江平
龓	來・東平
龓	來・東上
龔	見威冬平
龕	谿・覃平
龖	定・覃入
龗	來・青平
龜	見依尤平
龜	見逶脂平
龠	以伊陽入
龡	昌惟支平
龢	匣區歌平
龣	見娃江入
龣	來・東入
龤	匣娃皆平
𠀐	羣逶脂去
𠀒	匣・模平
𠀔	見威文入
𠀘	透・仙平
𠀽	來區痕入
𠁁	定・侯上
𠁥	見蛙麻上
𠁥	見蛙佳上
𠁫	谿漪幽平
𠁭	羣伊支平
𠂄	曉區寒平
𠂆	以伊祭去
𠂇	精・歌上
𠂔	莊漪之上
𠂕	書伊脂上
𠂞	匣・模平
𠂢	滂娃佳去
𠂤	端區咍平
𠂬	疑區歌平
𠂬	疑區歌上
𠂷	匣娃耕上
𠂹	常惟支平
𠂼	定・添上
𠃊	影依文上
𠃚	見伊幽平
𠃸	影依之去
𠃾	見逶脂平
𠄅	疑依嚴入
𠄈	來伊真去
𠄌	見威元入
𠄏	端・蕭上
𠄔	匣・蕭上
𠄖	來・青平
𠅞	船伊蒸平
𠅬	幫・豪平
𠆎	云威微平
𠆩	並威嚴平
𠆩	滂威嚴去
𠆲	疑依嚴上
𠆴	孃娃肴去
𠆵	疑・齊平
𠆺	匣區仙平
𠇗	谿蛙麻平
𠇱	明・寒入
𠈇	心威東入
𠈈	心伊支上
𠈈	清伊支上
𠈋	日惟東平
𠈱	心・歌平
𠈵	明娃江平
𠈵	明娃江上
𠈺	並・齊上
𠉤	定・覃入
𠉦	心威東入
𠉫	見威陽去
𠊧	並娃耕去
𠊧	並娃耕上
𠊩	崇娃山上
𠊪	常惟魚去
𠊬	羣依陽入
𠊬	谿漪清入
𠊯	心・侯上
𠊰	見蛙麻上
𠊷	澄漪脂去
𠊾	羣逶脂平
𠊾	羣惟脂去
𠋢	心・侯上
𠋧	谿依歌平
𠋩	幫威東入
𠋫	匣・侯去
𠋬	見區青入
𠋺	心・豪平
𠌖	羣威冬平
𠌪	透・豪平
𠌭	生逶真入
𠌮	章伊麻平
𠌰	見・咍去
𠌶	曉威魚平
𠌶	云威魚平
𠍀	端・東平
𠍜	澄漪之去
𠍵	以伊陽去
𠍹	知娃咸入
𠎝	谿漪先平
𠎷	心・談入
𠏀	谿區歌平
𠏃	影威歌平
𠏢	來區歌去
𠏤	見威陽上
𠏭	從・東去
𠏮	端區咍去
𠐀	以伊支平
𠐋	來娃肴平
𠐋	滂娃肴平
𠐌	幫漪支上
𠐤	見區咍平
𠐩	徹娃咸上
𠐻	羣依元上
𠐻	見漪先上
𠐼	來伊侵去
𠐽	羣逶脂平
𠐽	見威微去
𠐾	谿依之平
𠐿	曉區登平
𠑅	知娃耕平
𠑗	心伊先平
𠑘	端・仙平
𠑟	幫・仙平
𠒂	見・模上
𠒃	邪伊脂上
𠒅	邪伊脂上
𠒆	日伊支平
𠒜	疑威元上
𠒢	疑區寒平
𠓋	以伊清入
𠓗	滂娃庚入
𠓗	滂威魚去
𠓛	從伊侵入
𠓜	來依陽上
𠓭	來・覃上
𠔙	端・冬平
𠔯	幫娃刪平
𠔺	谿娃咸平
𠔼	明・豪上
𠔼	明・侯去
𠕋	初娃耕入
𠕓	谿娃江入
𠕣	谿娃咸入
𠕦	以惟魚去
𠖶	清伊侵去
𠖷	見區青上
𠗂	匣・唐入
𠗉	匣娃銜入
𠗉	匣・添入
𠗉	精・添入
𠗨	定・添入
𠗨	澄娃銜入
𠗲	來依蒸平
𠗴	匣・覃平
𠗺	以伊支平
𠘂	心・侯平
𠘧	常惟魚平
𠘯	日伊尤上
𠘯	孃漪尤上
𠘱	章伊真上
𠙶	影・侯上
𠚜	透・豪平
𠚡	透・豪平
𠚥	端・蕭平
𠛂	初漪陽平
𠛉	谿娃山入
𠛎	見・侯平
𠛐	章伊祭去
𠛑	匣・仙平
𠛮	清惟先平
𠛱	來伊先入
𠛱	精・寒入
𠛺	滂威魚上
𠜂	生娃刪平
𠜓	透・青入
𠜖	來區寒入
𠜙	幫・模去
𠜱	滂・齊平
𠜲	影娃麻平
𠜵	見娃山入
𠜶	泥・豪上
𠜻	曉蛙耕入
𠜾	見逶祭去
𠜾	見威文入
𠝃	影區仙平
𠝟	影漪清上
𠝤	昌惟冬平
𠝥	谿區齊平
𠞂	心・齊平
𠞇	滂・齊去
𠞈	端・談入
𠞉	來伊真入
𠞊	初娃麻平
𠞊	初娃佳平
𠞩	生逶真入
𠞩	初漪真入
𠞭	來・侯平
𠞭	來・侯去
𠞮	初漪陽上
𠞰	精伊宵上
𠞱	羣漪真去
𠟂	清・登去
𠟃	精區痕上
𠟉	章伊先上
𠟌	滂威魚上
𠟍	昌惟冬平
𠟎	疑・唐入
𠟪	疑依嚴入
𠟪	清伊鹽入
𠟭	精・登入
𠟯	精伊宵上
𠟴	初漪之上
𠟻	精・登入
𠟼	匣蛙刪平
𠟽	見蛙山入
𠟿	精伊宵上
𠠃	清伊鹽平
𠠌	來伊鹽入
𠠍	來伊脂平
𠠎	谿蛙庚入
𠠎	谿區唐入
𠠗	來伊鹽入
𠠜	影娃耕平
𠠫	來・齊去
𠠳	見依尤平
𠠵	滂威元去
𠡂	並漪真入
𠡃	精・歌去
𠡝	疑漪真入
𠢅	羣漪先平
𠢆	匣娃刪入
𠢈	見依魚上
𠢓	明・唐入
𠢕	匣・豪平
𠢠	來依蒸入
𠢤	見威元入
𠢲	谿娃皆上
𠢳	生漪蒸入
𠣊	來依魚去
𠣑	影娃肴平
𠣙	邪惟真平
𠣟	清惟真平
𠣤	心惟真上
𠣨	疑漪支平
𠣪	羣威魚平
𠣫	常伊宵去
𠣬	心惟真上
𠣵	並・登入
𠣾	滂・登入
𠣿	見依尤去
𠤄	羣威東入
𠤄	谿威東入
𠤈	並威東去
𠤎	曉蛙麻去
𠤏	幫・豪上
𠤦	日惟先上
𠤼	定・蕭平
𠥐	清・唐平
𠥗	見逶脂上
𠥙	清惟先平
𠥜	影・寒入
𠥦	以伊蒸入
𠥴	匣・覃平
𠥸	透・齊平
𠦂	透・豪平
𠦃	心・談入
𠦃	心・覃入
𠦄	心・覃入
𠦎	透・豪平
𠦒	幫・寒平
𠦒	幫伊真入
𠦪	曉威文入
𠦫	從伊侵入
𠦬	見蛙皆平
𠧙	常伊宵平
𠧙	常伊宵去
𠧙	章伊宵去
𠧚	昌伊清入
𠧞	澄漪宵上
𠧧	心・齊平
𠧩	曉區咍去
𠧪	定・蕭平
𠧪	心・齊平
𠧴	以伊尤平
𠧵	昌伊清入
𠧷	以伊尤平
𠨎	崇逶先去
𠨜	疑區痕入
𠨧	清伊先平
𠨮	莊漪蒸入
𠨲	以伊陽入
𠨴	見娃皆去
𠩁	定・冬平
𠩂	谿依嚴入
